plot,range,line,entry,source,rep,environment,id_sample,sample_name,experiment_name,season,variable_name,sampling_identifier,variable_value,date,variable_units,Days_after_planting
57,11,K18-2961,5,Schapaugh,3,Late planting date,57_c_ACRE-Biomass_Late_y22_canopy-width_sampling-3,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,71,8/8/2022,cm,60
57,11,K18-2961,5,Schapaugh,3,Late planting date,57_d_ACRE-Biomass_Late_y22_canopy-width_sampling-3,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,60,8/8/2022,cm,60
57,11,K18-2961,5,Schapaugh,3,Late planting date,57_a_ACRE-Biomass_Late_y22_canopy-width_sampling-4,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,72,8/16/2022,cm,68
57,11,K18-2961,5,Schapaugh,3,Late planting date,57_b_ACRE-Biomass_Late_y22_canopy-width_sampling-4,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,69,8/16/2022,cm,68
57,11,K18-2961,5,Schapaugh,3,Late planting date,57_c_ACRE-Biomass_Late_y22_canopy-width_sampling-4,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,76,8/16/2022,cm,68
57,11,K18-2961,5,Schapaugh,3,Late planting date,57_d_ACRE-Biomass_Late_y22_canopy-width_sampling-4,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,76,8/16/2022,cm,68
57,11,K18-2961,5,Schapaugh,3,Late planting date,57_a_ACRE-Biomass_Late_y22_canopy-width_sampling-5,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,70,8/30/2022,cm,82
57,11,K18-2961,5,Schapaugh,3,Late planting date,57_b_ACRE-Biomass_Late_y22_canopy-width_sampling-5,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,77,8/30/2022,cm,82
57,11,K18-2961,5,Schapaugh,3,Late planting date,57_c_ACRE-Biomass_Late_y22_canopy-width_sampling-5,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,80,8/30/2022,cm,82
57,11,K18-2961,5,Schapaugh,3,Late planting date,57_d_ACRE-Biomass_Late_y22_canopy-width_sampling-5,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,80,8/30/2022,cm,82
58,11,CR17-4112,17,Rainey,3,Late planting date,58_a_ACRE-Biomass_Late_y22_canopy-width_sampling-1,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,51,7/19/2022,cm,40
58,11,CR17-4112,17,Rainey,3,Late planting date,58_b_ACRE-Biomass_Late_y22_canopy-width_sampling-1,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,46,7/19/2022,cm,40
58,11,CR17-4112,17,Rainey,3,Late planting date,58_c_ACRE-Biomass_Late_y22_canopy-width_sampling-1,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,54,7/19/2022,cm,40
58,11,CR17-4112,17,Rainey,3,Late planting date,58_d_ACRE-Biomass_Late_y22_canopy-width_sampling-1,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,45,7/19/2022,cm,40
58,11,CR17-4112,17,Rainey,3,Late planting date,58_a_ACRE-Biomass_Late_y22_canopy-width_sampling-2,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,60,7/28/2022,cm,49
58,11,CR17-4112,17,Rainey,3,Late planting date,58_b_ACRE-Biomass_Late_y22_canopy-width_sampling-2,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,60,7/28/2022,cm,49
58,11,CR17-4112,17,Rainey,3,Late planting date,58_c_ACRE-Biomass_Late_y22_canopy-width_sampling-2,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,60,7/28/2022,cm,49
58,11,CR17-4112,17,Rainey,3,Late planting date,58_d_ACRE-Biomass_Late_y22_canopy-width_sampling-2,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,57,7/28/2022,cm,49
58,11,CR17-4112,17,Rainey,3,Late planting date,58_a_ACRE-Biomass_Late_y22_canopy-width_sampling-3,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,65,8/8/2022,cm,60
58,11,CR17-4112,17,Rainey,3,Late planting date,58_b_ACRE-Biomass_Late_y22_canopy-width_sampling-3,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,65,8/8/2022,cm,60
58,11,CR17-4112,17,Rainey,3,Late planting date,58_c_ACRE-Biomass_Late_y22_canopy-width_sampling-3,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,65,8/8/2022,cm,60
58,11,CR17-4112,17,Rainey,3,Late planting date,58_d_ACRE-Biomass_Late_y22_canopy-width_sampling-3,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,64,8/8/2022,cm,60
58,11,CR17-4112,17,Rainey,3,Late planting date,58_a_ACRE-Biomass_Late_y22_canopy-width_sampling-4,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,70,8/16/2022,cm,68
58,11,CR17-4112,17,Rainey,3,Late planting date,58_b_ACRE-Biomass_Late_y22_canopy-width_sampling-4,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,55,8/16/2022,cm,68
58,11,CR17-4112,17,Rainey,3,Late planting date,58_c_ACRE-Biomass_Late_y22_canopy-width_sampling-4,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,65,8/16/2022,cm,68
58,11,CR17-4112,17,Rainey,3,Late planting date,58_d_ACRE-Biomass_Late_y22_canopy-width_sampling-4,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,68,8/16/2022,cm,68
58,11,CR17-4112,17,Rainey,3,Late planting date,58_a_ACRE-Biomass_Late_y22_canopy-width_sampling-5,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,70,8/30/2022,cm,82
58,11,CR17-4112,17,Rainey,3,Late planting date,58_b_ACRE-Biomass_Late_y22_canopy-width_sampling-5,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,70,8/30/2022,cm,82
58,11,CR17-4112,17,Rainey,3,Late planting date,58_c_ACRE-Biomass_Late_y22_canopy-width_sampling-5,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,70,8/30/2022,cm,82
58,11,CR17-4112,17,Rainey,3,Late planting date,58_d_ACRE-Biomass_Late_y22_canopy-width_sampling-5,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,70,8/30/2022,cm,82
59,11,LG15-1913-86,22,Singh,3,Late planting date,59_d_ACRE-Biomass_Late_y22_canopy-width_sampling-1,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,52,7/19/2022,cm,40
59,11,LG15-1913-86,22,Singh,3,Late planting date,59_a_ACRE-Biomass_Late_y22_canopy-width_sampling-2,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,65,7/28/2022,cm,49
59,11,LG15-1913-86,22,Singh,3,Late planting date,59_b_ACRE-Biomass_Late_y22_canopy-width_sampling-2,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,57,7/28/2022,cm,49
59,11,LG15-1913-86,22,Singh,3,Late planting date,59_c_ACRE-Biomass_Late_y22_canopy-width_sampling-2,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,54,7/28/2022,cm,49
59,11,LG15-1913-86,22,Singh,3,Late planting date,59_d_ACRE-Biomass_Late_y22_canopy-width_sampling-2,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,59,7/28/2022,cm,49
59,11,LG15-1913-86,22,Singh,3,Late planting date,59_a_ACRE-Biomass_Late_y22_canopy-width_sampling-3,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,64,8/8/2022,cm,60
59,11,LG15-1913-86,22,Singh,3,Late planting date,59_b_ACRE-Biomass_Late_y22_canopy-width_sampling-3,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,66,8/8/2022,cm,60
59,11,LG15-1913-86,22,Singh,3,Late planting date,59_c_ACRE-Biomass_Late_y22_canopy-width_sampling-3,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,58,8/8/2022,cm,60
59,11,LG15-1913-86,22,Singh,3,Late planting date,59_d_ACRE-Biomass_Late_y22_canopy-width_sampling-3,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,69,8/8/2022,cm,60
59,11,LG15-1913-86,22,Singh,3,Late planting date,59_a_ACRE-Biomass_Late_y22_canopy-width_sampling-4,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,73,8/16/2022,cm,68
59,11,LG15-1913-86,22,Singh,3,Late planting date,59_b_ACRE-Biomass_Late_y22_canopy-width_sampling-4,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,71,8/16/2022,cm,68
59,11,LG15-1913-86,22,Singh,3,Late planting date,59_c_ACRE-Biomass_Late_y22_canopy-width_sampling-4,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,66,8/16/2022,cm,68
59,11,LG15-1913-86,22,Singh,3,Late planting date,59_d_ACRE-Biomass_Late_y22_canopy-width_sampling-4,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,62,8/16/2022,cm,68
59,11,LG15-1913-86,22,Singh,3,Late planting date,59_a_ACRE-Biomass_Late_y22_canopy-width_sampling-5,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,66,8/30/2022,cm,82
59,11,LG15-1913-86,22,Singh,3,Late planting date,59_b_ACRE-Biomass_Late_y22_canopy-width_sampling-5,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,64,8/30/2022,cm,82
59,11,LG15-1913-86,22,Singh,3,Late planting date,59_c_ACRE-Biomass_Late_y22_canopy-width_sampling-5,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,65,8/30/2022,cm,82
59,11,LG15-1913-86,22,Singh,3,Late planting date,59_d_ACRE-Biomass_Late_y22_canopy-width_sampling-5,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,65,8/30/2022,cm,82
60,11,K17-6388,4,Schapaugh,3,Late planting date,60_a_ACRE-Biomass_Late_y22_canopy-width_sampling-1,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,48,7/19/2022,cm,40
60,11,K17-6388,4,Schapaugh,3,Late planting date,60_b_ACRE-Biomass_Late_y22_canopy-width_sampling-1,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,50,7/19/2022,cm,40
60,11,K17-6388,4,Schapaugh,3,Late planting date,60_c_ACRE-Biomass_Late_y22_canopy-width_sampling-1,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,49,7/19/2022,cm,40
60,11,K17-6388,4,Schapaugh,3,Late planting date,60_a_ACRE-Biomass_Late_y22_canopy-width_sampling-2,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,68,7/28/2022,cm,49
60,11,K17-6388,4,Schapaugh,3,Late planting date,60_b_ACRE-Biomass_Late_y22_canopy-width_sampling-2,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,62,7/28/2022,cm,49
60,11,K17-6388,4,Schapaugh,3,Late planting date,60_c_ACRE-Biomass_Late_y22_canopy-width_sampling-2,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,64,7/28/2022,cm,49
60,11,K17-6388,4,Schapaugh,3,Late planting date,60_d_ACRE-Biomass_Late_y22_canopy-width_sampling-2,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,63,7/28/2022,cm,49
60,11,K17-6388,4,Schapaugh,3,Late planting date,60_a_ACRE-Biomass_Late_y22_canopy-width_sampling-3,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,61,8/8/2022,cm,60
60,11,K17-6388,4,Schapaugh,3,Late planting date,60_b_ACRE-Biomass_Late_y22_canopy-width_sampling-3,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,74,8/8/2022,cm,60
60,11,K17-6388,4,Schapaugh,3,Late planting date,60_c_ACRE-Biomass_Late_y22_canopy-width_sampling-3,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,69,8/8/2022,cm,60
60,11,K17-6388,4,Schapaugh,3,Late planting date,60_d_ACRE-Biomass_Late_y22_canopy-width_sampling-3,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,70,8/8/2022,cm,60
60,11,K17-6388,4,Schapaugh,3,Late planting date,60_a_ACRE-Biomass_Late_y22_canopy-width_sampling-4,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,76,8/16/2022,cm,68
60,11,K17-6388,4,Schapaugh,3,Late planting date,60_b_ACRE-Biomass_Late_y22_canopy-width_sampling-4,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,79,8/16/2022,cm,68
60,11,K17-6388,4,Schapaugh,3,Late planting date,60_c_ACRE-Biomass_Late_y22_canopy-width_sampling-4,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,84,8/16/2022,cm,68
60,11,K17-6388,4,Schapaugh,3,Late planting date,60_d_ACRE-Biomass_Late_y22_canopy-width_sampling-4,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,69,8/16/2022,cm,68
60,11,K17-6388,4,Schapaugh,3,Late planting date,60_a_ACRE-Biomass_Late_y22_canopy-width_sampling-5,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,73,8/30/2022,cm,82
60,11,K17-6388,4,Schapaugh,3,Late planting date,60_b_ACRE-Biomass_Late_y22_canopy-width_sampling-5,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,73,8/30/2022,cm,82
60,11,K17-6388,4,Schapaugh,3,Late planting date,60_c_ACRE-Biomass_Late_y22_canopy-width_sampling-5,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,73,8/30/2022,cm,82
60,11,K17-6388,4,Schapaugh,3,Late planting date,60_d_ACRE-Biomass_Late_y22_canopy-width_sampling-5,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,71,8/30/2022,cm,82
61,12,CR16-2874,19,Rainey,3,Late planting date,61_a_ACRE-Biomass_Late_y22_canopy-width_sampling-1,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,42,7/19/2022,cm,40
61,12,CR16-2874,19,Rainey,3,Late planting date,61_b_ACRE-Biomass_Late_y22_canopy-width_sampling-1,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,48,7/19/2022,cm,40
61,12,CR16-2874,19,Rainey,3,Late planting date,61_c_ACRE-Biomass_Late_y22_canopy-width_sampling-1,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,53,7/19/2022,cm,40
61,12,CR16-2874,19,Rainey,3,Late planting date,61_d_ACRE-Biomass_Late_y22_canopy-width_sampling-1,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,50,7/19/2022,cm,40
61,12,CR16-2874,19,Rainey,3,Late planting date,61_a_ACRE-Biomass_Late_y22_canopy-width_sampling-2,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,70,7/28/2022,cm,49
61,12,CR16-2874,19,Rainey,3,Late planting date,61_b_ACRE-Biomass_Late_y22_canopy-width_sampling-2,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,61,7/28/2022,cm,49
61,12,CR16-2874,19,Rainey,3,Late planting date,61_c_ACRE-Biomass_Late_y22_canopy-width_sampling-2,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,59,7/28/2022,cm,49
61,12,CR16-2874,19,Rainey,3,Late planting date,61_d_ACRE-Biomass_Late_y22_canopy-width_sampling-2,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,56,7/28/2022,cm,49
61,12,CR16-2874,19,Rainey,3,Late planting date,61_a_ACRE-Biomass_Late_y22_canopy-width_sampling-3,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,74,8/8/2022,cm,60
61,12,CR16-2874,19,Rainey,3,Late planting date,61_b_ACRE-Biomass_Late_y22_canopy-width_sampling-3,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,63,8/8/2022,cm,60
61,12,CR16-2874,19,Rainey,3,Late planting date,61_c_ACRE-Biomass_Late_y22_canopy-width_sampling-3,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,65,8/8/2022,cm,60
61,12,CR16-2874,19,Rainey,3,Late planting date,61_d_ACRE-Biomass_Late_y22_canopy-width_sampling-3,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,69,8/8/2022,cm,60
61,12,CR16-2874,19,Rainey,3,Late planting date,61_a_ACRE-Biomass_Late_y22_canopy-width_sampling-4,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,65,8/16/2022,cm,68
61,12,CR16-2874,19,Rainey,3,Late planting date,61_b_ACRE-Biomass_Late_y22_canopy-width_sampling-4,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,61,8/16/2022,cm,68
61,12,CR16-2874,19,Rainey,3,Late planting date,61_c_ACRE-Biomass_Late_y22_canopy-width_sampling-4,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,70,8/16/2022,cm,68
61,12,CR16-2874,19,Rainey,3,Late planting date,61_d_ACRE-Biomass_Late_y22_canopy-width_sampling-4,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,75,8/16/2022,cm,68
61,12,CR16-2874,19,Rainey,3,Late planting date,61_a_ACRE-Biomass_Late_y22_canopy-width_sampling-5,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,58,8/30/2022,cm,82
61,12,CR16-2874,19,Rainey,3,Late planting date,61_b_ACRE-Biomass_Late_y22_canopy-width_sampling-5,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,66,8/30/2022,cm,82
61,12,CR16-2874,19,Rainey,3,Late planting date,61_c_ACRE-Biomass_Late_y22_canopy-width_sampling-5,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,70,8/30/2022,cm,82
61,12,CR16-2874,19,Rainey,3,Late planting date,61_d_ACRE-Biomass_Late_y22_canopy-width_sampling-5,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,68,8/30/2022,cm,82
62,12,CR16-0130,18,Rainey,3,Late planting date,62_a_ACRE-Biomass_Late_y22_canopy-width_sampling-1,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,50,7/19/2022,cm,40
62,12,CR16-0130,18,Rainey,3,Late planting date,62_b_ACRE-Biomass_Late_y22_canopy-width_sampling-1,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,48,7/19/2022,cm,40
62,12,CR16-0130,18,Rainey,3,Late planting date,62_c_ACRE-Biomass_Late_y22_canopy-width_sampling-1,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,49,7/19/2022,cm,40
62,12,CR16-0130,18,Rainey,3,Late planting date,62_d_ACRE-Biomass_Late_y22_canopy-width_sampling-1,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,46,7/19/2022,cm,40
62,12,CR16-0130,18,Rainey,3,Late planting date,62_a_ACRE-Biomass_Late_y22_canopy-width_sampling-2,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,61,7/28/2022,cm,49
62,12,CR16-0130,18,Rainey,3,Late planting date,62_b_ACRE-Biomass_Late_y22_canopy-width_sampling-2,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,55,7/28/2022,cm,49
62,12,CR16-0130,18,Rainey,3,Late planting date,62_c_ACRE-Biomass_Late_y22_canopy-width_sampling-2,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,47,7/28/2022,cm,49
62,12,CR16-0130,18,Rainey,3,Late planting date,62_d_ACRE-Biomass_Late_y22_canopy-width_sampling-2,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,50,7/28/2022,cm,49
62,12,CR16-0130,18,Rainey,3,Late planting date,62_a_ACRE-Biomass_Late_y22_canopy-width_sampling-3,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,60,8/8/2022,cm,60
62,12,CR16-0130,18,Rainey,3,Late planting date,62_b_ACRE-Biomass_Late_y22_canopy-width_sampling-3,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,59,8/8/2022,cm,60
62,12,CR16-0130,18,Rainey,3,Late planting date,62_c_ACRE-Biomass_Late_y22_canopy-width_sampling-3,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,64,8/8/2022,cm,60
62,12,CR16-0130,18,Rainey,3,Late planting date,62_d_ACRE-Biomass_Late_y22_canopy-width_sampling-3,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,60,8/8/2022,cm,60
62,12,CR16-0130,18,Rainey,3,Late planting date,62_a_ACRE-Biomass_Late_y22_canopy-width_sampling-4,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,64,8/16/2022,cm,68
62,12,CR16-0130,18,Rainey,3,Late planting date,62_b_ACRE-Biomass_Late_y22_canopy-width_sampling-4,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,65,8/16/2022,cm,68
62,12,CR16-0130,18,Rainey,3,Late planting date,62_c_ACRE-Biomass_Late_y22_canopy-width_sampling-4,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,64,8/16/2022,cm,68
62,12,CR16-0130,18,Rainey,3,Late planting date,62_d_ACRE-Biomass_Late_y22_canopy-width_sampling-4,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,53,8/16/2022,cm,68
62,12,CR16-0130,18,Rainey,3,Late planting date,62_a_ACRE-Biomass_Late_y22_canopy-width_sampling-5,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,65,8/30/2022,cm,82
62,12,CR16-0130,18,Rainey,3,Late planting date,62_b_ACRE-Biomass_Late_y22_canopy-width_sampling-5,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,65,8/30/2022,cm,82
62,12,CR16-0130,18,Rainey,3,Late planting date,62_c_ACRE-Biomass_Late_y22_canopy-width_sampling-5,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,65,8/30/2022,cm,82
62,12,CR16-0130,18,Rainey,3,Late planting date,62_d_ACRE-Biomass_Late_y22_canopy-width_sampling-5,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,63,8/30/2022,cm,82
63,12,HM17-02244,13,Leah,3,Late planting date,63_a_ACRE-Biomass_Late_y22_canopy-width_sampling-1,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,48,7/19/2022,cm,40
63,12,HM17-02244,13,Leah,3,Late planting date,63_b_ACRE-Biomass_Late_y22_canopy-width_sampling-1,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,46,7/19/2022,cm,40
63,12,HM17-02244,13,Leah,3,Late planting date,63_c_ACRE-Biomass_Late_y22_canopy-width_sampling-1,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,43,7/19/2022,cm,40
63,12,HM17-02244,13,Leah,3,Late planting date,63_d_ACRE-Biomass_Late_y22_canopy-width_sampling-1,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,53,7/19/2022,cm,40
63,12,HM17-02244,13,Leah,3,Late planting date,63_a_ACRE-Biomass_Late_y22_canopy-width_sampling-2,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,54,7/28/2022,cm,49
63,12,HM17-02244,13,Leah,3,Late planting date,63_b_ACRE-Biomass_Late_y22_canopy-width_sampling-2,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,60,7/28/2022,cm,49
63,12,HM17-02244,13,Leah,3,Late planting date,63_c_ACRE-Biomass_Late_y22_canopy-width_sampling-2,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,60,7/28/2022,cm,49
63,12,HM17-02244,13,Leah,3,Late planting date,63_d_ACRE-Biomass_Late_y22_canopy-width_sampling-2,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,51,7/28/2022,cm,49
63,12,HM17-02244,13,Leah,3,Late planting date,63_a_ACRE-Biomass_Late_y22_canopy-width_sampling-3,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,71,8/8/2022,cm,60
63,12,HM17-02244,13,Leah,3,Late planting date,63_b_ACRE-Biomass_Late_y22_canopy-width_sampling-3,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,64,8/8/2022,cm,60
63,12,HM17-02244,13,Leah,3,Late planting date,63_c_ACRE-Biomass_Late_y22_canopy-width_sampling-3,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,65,8/8/2022,cm,60
63,12,HM17-02244,13,Leah,3,Late planting date,63_d_ACRE-Biomass_Late_y22_canopy-width_sampling-3,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-3,67,8/8/2022,cm,60
63,12,HM17-02244,13,Leah,3,Late planting date,63_a_ACRE-Biomass_Late_y22_canopy-width_sampling-4,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,62,8/16/2022,cm,68
63,12,HM17-02244,13,Leah,3,Late planting date,63_b_ACRE-Biomass_Late_y22_canopy-width_sampling-4,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,65,8/16/2022,cm,68
63,12,HM17-02244,13,Leah,3,Late planting date,63_c_ACRE-Biomass_Late_y22_canopy-width_sampling-4,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,74,8/16/2022,cm,68
63,12,HM17-02244,13,Leah,3,Late planting date,63_d_ACRE-Biomass_Late_y22_canopy-width_sampling-4,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-4,77,8/16/2022,cm,68
63,12,HM17-02244,13,Leah,3,Late planting date,63_a_ACRE-Biomass_Late_y22_canopy-width_sampling-5,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,73,8/30/2022,cm,82
63,12,HM17-02244,13,Leah,3,Late planting date,63_b_ACRE-Biomass_Late_y22_canopy-width_sampling-5,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,70,8/30/2022,cm,82
63,12,HM17-02244,13,Leah,3,Late planting date,63_c_ACRE-Biomass_Late_y22_canopy-width_sampling-5,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,70,8/30/2022,cm,82
63,12,HM17-02244,13,Leah,3,Late planting date,63_d_ACRE-Biomass_Late_y22_canopy-width_sampling-5,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-5,70,8/30/2022,cm,82
64,12,SA18-11280,7,Scaboo,3,Late planting date,64_a_ACRE-Biomass_Late_y22_canopy-width_sampling-1,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,45,7/19/2022,cm,40
64,12,SA18-11280,7,Scaboo,3,Late planting date,64_b_ACRE-Biomass_Late_y22_canopy-width_sampling-1,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,46,7/19/2022,cm,40
64,12,SA18-11280,7,Scaboo,3,Late planting date,64_c_ACRE-Biomass_Late_y22_canopy-width_sampling-1,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,53,7/19/2022,cm,40
64,12,SA18-11280,7,Scaboo,3,Late planting date,64_d_ACRE-Biomass_Late_y22_canopy-width_sampling-1,d,ACRE Public Biomass,Summer 2022,Canopy width,sampling-1,55,7/19/2022,cm,40
64,12,SA18-11280,7,Scaboo,3,Late planting date,64_a_ACRE-Biomass_Late_y22_canopy-width_sampling-2,A,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,70,7/28/2022,cm,49
64,12,SA18-11280,7,Scaboo,3,Late planting date,64_b_ACRE-Biomass_Late_y22_canopy-width_sampling-2,B,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,71,7/28/2022,cm,49
64,12,SA18-11280,7,Scaboo,3,Late planting date,64_c_ACRE-Biomass_Late_y22_canopy-width_sampling-2,c,ACRE Public Biomass,Summer 2022,Canopy width,sampling-2,59,7/28/2022,cm,49
