plot,range,line,entry,source,rep,environment,id_sample,sample_name,experiment_name,sampling_identifier,measurment,season,LAI_FILE,LAI,DATE,TIME,Days_after_planting
92,17,CR16-4386,20,Rainey,4,Early,92_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-092B,3.706,8/1/2022,17:49:54,61
92,17,CR16-4386,20,Rainey,4,Early,92_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-092A,3.681,8/9/2022,9:49:36,69
92,17,CR16-4386,20,Rainey,4,Early,92_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-092B,3.855,8/9/2022,9:50:08,69
92,17,CR16-4386,20,Rainey,4,Early,92_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-092A,3.803,8/17/2022,9:46:14,77
92,17,CR16-4386,20,Rainey,4,Early,92_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-092B,4.701,8/17/2022,9:46:37,77
93,17,U14-910097,25,Checks,4,Early,93_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-093A,0.8673,7/13/2022,10:33:48,42
93,17,U14-910097,25,Checks,4,Early,93_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AE1-093B,0.8537,7/13/2022,10:34:22,42
93,17,U14-910097,25,Checks,4,Early,93_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-093B,2.294,7/25/2022,10:56:03,54
93,17,U14-910097,25,Checks,4,Early,93_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-093A,3.447,8/1/2022,17:50:31,61
93,17,U14-910097,25,Checks,4,Early,93_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-093B,3.96,8/1/2022,17:50:56,61
93,17,U14-910097,25,Checks,4,Early,93_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-093A,3.625,8/9/2022,9:50:47,69
93,17,U14-910097,25,Checks,4,Early,93_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-093B,3.563,8/9/2022,9:51:17,69
93,17,U14-910097,25,Checks,4,Early,93_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-093A,4.055,8/17/2022,9:47:07,77
93,17,U14-910097,25,Checks,4,Early,93_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-093B,4.603,8/17/2022,9:47:30,77
94,17,K17-6388,4,Schapaugh,4,Early,94_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-094A,1.073,7/13/2022,10:36:00,42
94,17,K17-6388,4,Schapaugh,4,Early,94_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AE1-094B,1.074,7/13/2022,10:36:40,42
94,17,K17-6388,4,Schapaugh,4,Early,94_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AE2-094A,1.96,7/25/2022,10:56:37,54
94,17,K17-6388,4,Schapaugh,4,Early,94_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-094B,2.541,7/25/2022,10:57:12,54
94,17,K17-6388,4,Schapaugh,4,Early,94_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-094A,3.286,8/1/2022,17:51:41,61
94,17,K17-6388,4,Schapaugh,4,Early,94_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-094B,3.36,8/1/2022,17:52:37,61
94,17,K17-6388,4,Schapaugh,4,Early,94_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-094A,4.613,8/9/2022,9:51:51,69
94,17,K17-6388,4,Schapaugh,4,Early,94_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-094B,4.553,8/9/2022,9:52:21,69
94,17,K17-6388,4,Schapaugh,4,Early,94_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-094A,5.895,8/17/2022,9:48:04,77
94,17,K17-6388,4,Schapaugh,4,Early,94_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-094B,6.447,8/17/2022,9:48:29,77
95,17,E19269,3,Wang,4,Early,95_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-095A,0.2853,7/13/2022,10:37:17,42
95,17,E19269,3,Wang,4,Early,95_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AE1-095B,0.2401,7/13/2022,10:37:52,42
95,17,E19269,3,Wang,4,Early,95_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AE2-095A,2.038,7/25/2022,10:57:41,54
95,17,E19269,3,Wang,4,Early,95_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-095A,2.418,8/1/2022,17:53:41,61
95,17,E19269,3,Wang,4,Early,95_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-095B,2.351,8/1/2022,17:54:24,61
95,17,E19269,3,Wang,4,Early,95_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-095A,2.737,8/9/2022,9:52:47,69
95,17,E19269,3,Wang,4,Early,95_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-095B,2.724,8/9/2022,9:53:19,69
95,17,E19269,3,Wang,4,Early,95_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-095A,5.137,8/17/2022,9:49:39,77
95,17,E19269,3,Wang,4,Early,95_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-095B,4.372,8/17/2022,9:50:06,77
96,17,SA17-19056,6,Scaboo,4,Early,96_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-096A,0.9611,7/13/2022,10:39:06,42
96,17,SA17-19056,6,Scaboo,4,Early,96_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AE1-096B,0.872,7/13/2022,10:39:44,42
96,17,SA17-19056,6,Scaboo,4,Early,96_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AE2-096A,2.001,7/25/2022,10:58:48,54
96,17,SA17-19056,6,Scaboo,4,Early,96_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-096B,2.702,7/25/2022,10:59:50,54
96,17,SA17-19056,6,Scaboo,4,Early,96_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-096A,3.705,8/1/2022,17:54:53,61
96,17,SA17-19056,6,Scaboo,4,Early,96_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-096B,3.123,8/1/2022,17:56:49,61
96,17,SA17-19056,6,Scaboo,4,Early,96_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-096A,3.764,8/9/2022,9:53:51,69
96,17,SA17-19056,6,Scaboo,4,Early,96_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-096B,3.166,8/9/2022,9:54:18,69
96,17,SA17-19056,6,Scaboo,4,Early,96_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-096A,5.332,8/17/2022,9:51:49,77
96,17,SA17-19056,6,Scaboo,4,Early,96_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-096B,5.12,8/17/2022,9:52:11,77
97,18,LD11-2170,9,Diers,4,Early,97_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-097A,1.014,7/13/2022,10:40:39,42
97,18,LD11-2170,9,Diers,4,Early,97_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AE1-097B,1.519,7/13/2022,10:41:38,42
97,18,LD11-2170,9,Diers,4,Early,97_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AE2-097A,1.256,7/25/2022,11:00:29,54
97,18,LD11-2170,9,Diers,4,Early,97_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-097B,1.623,7/25/2022,11:00:55,54
97,18,LD11-2170,9,Diers,4,Early,97_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-097A,2.615,8/1/2022,17:57:22,61
97,18,LD11-2170,9,Diers,4,Early,97_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-097B,3.107,8/1/2022,17:58:25,61
97,18,LD11-2170,9,Diers,4,Early,97_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-097A,2.462,8/9/2022,9:54:44,69
97,18,LD11-2170,9,Diers,4,Early,97_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-097B,2.255,8/9/2022,9:55:47,69
97,18,LD11-2170,9,Diers,4,Early,97_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-097A,3.665,8/17/2022,9:55:03,77
97,18,LD11-2170,9,Diers,4,Early,97_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-097B,4.24,8/17/2022,9:55:26,77
98,18,HM17-02244,13,Leah,4,Early,98_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-098A,0.9739,7/13/2022,10:42:32,42
98,18,HM17-02244,13,Leah,4,Early,98_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AE1-098B,0.6984,7/13/2022,10:43:18,42
98,18,HM17-02244,13,Leah,4,Early,98_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AE2-098A,2.633,7/25/2022,11:01:35,54
98,18,HM17-02244,13,Leah,4,Early,98_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-098B,2.023,7/25/2022,11:02:11,54
98,18,HM17-02244,13,Leah,4,Early,98_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-098A,3.447,8/1/2022,17:58:55,61
98,18,HM17-02244,13,Leah,4,Early,98_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-098B,3.076,8/1/2022,17:59:24,61
98,18,HM17-02244,13,Leah,4,Early,98_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-098A,3.038,8/9/2022,9:56:17,69
98,18,HM17-02244,13,Leah,4,Early,98_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-098B,3.232,8/9/2022,9:56:53,69
98,18,HM17-02244,13,Leah,4,Early,98_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-098A,4.706,8/17/2022,9:55:50,77
98,18,HM17-02244,13,Leah,4,Early,98_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-098B,5.175,8/17/2022,9:56:20,77
99,18,LD00-2817,23,Checks,4,Early,99_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-099A,1.423,7/13/2022,10:44:10,42
99,18,LD00-2817,23,Checks,4,Early,99_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AE2-099A,2.04,7/25/2022,11:02:46,54
99,18,LD00-2817,23,Checks,4,Early,99_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-099B,1.938,7/25/2022,11:03:19,54
99,18,LD00-2817,23,Checks,4,Early,99_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-099A,4.028,8/1/2022,17:59:56,61
99,18,LD00-2817,23,Checks,4,Early,99_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-099B,3.452,8/1/2022,18:00:24,61
99,18,LD00-2817,23,Checks,4,Early,99_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-099A,3.66,8/9/2022,9:57:24,69
99,18,LD00-2817,23,Checks,4,Early,99_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-099B,4.073,8/9/2022,9:57:55,69
99,18,LD00-2817,23,Checks,4,Early,99_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-099A,5.55,8/17/2022,9:56:57,77
99,18,LD00-2817,23,Checks,4,Early,99_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-099B,5.176,8/17/2022,9:57:19,77
100,18,SA17-30464,8,Scaboo,4,Early,100_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AE1-100A,1.228,7/13/2022,10:46:49,42
100,18,SA17-30464,8,Scaboo,4,Early,100_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AE1-100B,1.779,7/13/2022,10:47:22,42
100,18,SA17-30464,8,Scaboo,4,Early,100_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AE2-100A,2.228,7/25/2022,11:03:53,54
100,18,SA17-30464,8,Scaboo,4,Early,100_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AE2-100B,3.608,7/25/2022,11:04:28,54
100,18,SA17-30464,8,Scaboo,4,Early,100_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AE3-100A,4.695,8/1/2022,18:00:58,61
100,18,SA17-30464,8,Scaboo,4,Early,100_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AE3-100B,4.045,8/1/2022,18:01:30,61
100,18,SA17-30464,8,Scaboo,4,Early,100_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AE4-100A,4.621,8/9/2022,9:58:33,69
100,18,SA17-30464,8,Scaboo,4,Early,100_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AE4-100B,5.126,8/9/2022,9:59:00,69
100,18,SA17-30464,8,Scaboo,4,Early,100_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AE5-100A,5.542,8/17/2022,9:57:51,77
100,18,SA17-30464,8,Scaboo,4,Early,100_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AE5-100B,6.31,8/17/2022,9:58:21,77
1,2,HM17-02244,13,Leah,1,Late,1_B_ACRE-Biomass_Late_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AL1-001B,1.603,7/19/2022,7:37:27,29
1,2,HM17-02244,13,Leah,1,Late,1_A_ACRE-Biomass_Late_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AL2-001A,3.248,7/28/2022,7:11:34,38
1,2,HM17-02244,13,Leah,1,Late,1_B_ACRE-Biomass_Late_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AL2-001B,3.103,7/28/2022,7:13:32,38
1,2,HM17-02244,13,Leah,1,Late,1_A_ACRE-Biomass_Late_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AL3-001A,3.158,8/8/2022,7:52:11,49
1,2,HM17-02244,13,Leah,1,Late,1_B_ACRE-Biomass_Late_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AL3-001B,3.729,8/8/2022,7:52:44,49
1,2,HM17-02244,13,Leah,1,Late,1_A_ACRE-Biomass_Late_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AL4-001A,4.172,8/16/2022,7:21:40,57
1,2,HM17-02244,13,Leah,1,Late,1_B_ACRE-Biomass_Late_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AL4-001B,4.79,8/16/2022,7:22:15,57
1,2,HM17-02244,13,Leah,1,Late,1_A_ACRE-Biomass_Late_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AL5-001A,5.207,8/30/2022,17:48:13,71
1,2,HM17-02244,13,Leah,1,Late,1_B_ACRE-Biomass_Late_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AL5-001B,4.116,8/30/2022,17:48:48,71
2,2,Hm17-07029,14,Leah,1,Late,2_A_ACRE-Biomass_Late_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AL1-002A,1.844,7/19/2022,7:38:11,29
2,2,Hm17-07029,14,Leah,1,Late,2_B_ACRE-Biomass_Late_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AL1-002B,1.737,7/19/2022,7:38:57,29
2,2,Hm17-07029,14,Leah,1,Late,2_A_ACRE-Biomass_Late_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AL2-002A,3.762,7/28/2022,7:14:21,38
2,2,Hm17-07029,14,Leah,1,Late,2_B_ACRE-Biomass_Late_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AL2-002B,4.296,7/28/2022,7:14:54,38
2,2,Hm17-07029,14,Leah,1,Late,2_A_ACRE-Biomass_Late_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AL3-002A,4.027,8/8/2022,7:53:23,49
2,2,Hm17-07029,14,Leah,1,Late,2_B_ACRE-Biomass_Late_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AL3-002B,4.068,8/8/2022,7:53:51,49
2,2,Hm17-07029,14,Leah,1,Late,2_A_ACRE-Biomass_Late_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AL4-002A,5.371,8/16/2022,7:23:37,57
2,2,Hm17-07029,14,Leah,1,Late,2_B_ACRE-Biomass_Late_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AL4-002B,5.738,8/16/2022,7:25:31,57
2,2,Hm17-07029,14,Leah,1,Late,2_A_ACRE-Biomass_Late_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AL5-002A,5.715,8/30/2022,17:49:26,71
2,2,Hm17-07029,14,Leah,1,Late,2_B_ACRE-Biomass_Late_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AL5-002B,5.491,8/30/2022,17:49:50,71
3,2,E19517GT,1,Wang,1,Late,3_A_ACRE-Biomass_Late_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AL1-003A,1.62,7/19/2022,7:39:37,29
3,2,E19517GT,1,Wang,1,Late,3_B_ACRE-Biomass_Late_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AL1-003B,2.631,7/19/2022,7:40:20,29
3,2,E19517GT,1,Wang,1,Late,3_A_ACRE-Biomass_Late_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AL2-003A,2.897,7/28/2022,7:15:46,38
3,2,E19517GT,1,Wang,1,Late,3_B_ACRE-Biomass_Late_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AL2-003B,3.537,7/28/2022,7:16:13,38
3,2,E19517GT,1,Wang,1,Late,3_A_ACRE-Biomass_Late_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AL3-003A,3.815,8/8/2022,7:54:23,49
3,2,E19517GT,1,Wang,1,Late,3_B_ACRE-Biomass_Late_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AL3-003B,3.808,8/8/2022,7:54:51,49
3,2,E19517GT,1,Wang,1,Late,3_A_ACRE-Biomass_Late_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AL4-003A,4.773,8/16/2022,7:26:09,57
3,2,E19517GT,1,Wang,1,Late,3_B_ACRE-Biomass_Late_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AL4-003B,4.657,8/16/2022,7:28:10,57
3,2,E19517GT,1,Wang,1,Late,3_A_ACRE-Biomass_Late_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AL5-003A,5.84,8/30/2022,17:51:26,71
3,2,E19517GT,1,Wang,1,Late,3_B_ACRE-Biomass_Late_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AL5-003B,5.235,8/30/2022,17:52:10,71
4,2,LG15-1913-73,21,Singh,1,Late,4_A_ACRE-Biomass_Late_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AL1-004A,1.918,7/19/2022,7:41:03,29
4,2,LG15-1913-73,21,Singh,1,Late,4_B_ACRE-Biomass_Late_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AL1-004B,2.523,7/19/2022,7:42:04,29
4,2,LG15-1913-73,21,Singh,1,Late,4_A_ACRE-Biomass_Late_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AL2-004A,3.581,7/28/2022,7:16:47,38
4,2,LG15-1913-73,21,Singh,1,Late,4_B_ACRE-Biomass_Late_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AL2-004B,4.034,7/28/2022,7:17:13,38
4,2,LG15-1913-73,21,Singh,1,Late,4_A_ACRE-Biomass_Late_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AL3-004A,3.332,8/8/2022,7:55:33,49
4,2,LG15-1913-73,21,Singh,1,Late,4_B_ACRE-Biomass_Late_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AL3-004B,3.641,8/8/2022,7:56:12,49
4,2,LG15-1913-73,21,Singh,1,Late,4_A_ACRE-Biomass_Late_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AL4-004A,5.889,8/16/2022,7:30:10,57
4,2,LG15-1913-73,21,Singh,1,Late,4_B_ACRE-Biomass_Late_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AL4-004B,5.056,8/16/2022,7:29:08,57
4,2,LG15-1913-73,21,Singh,1,Late,4_A_ACRE-Biomass_Late_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AL5-004A,5.707,8/30/2022,17:54:52,71
4,2,LG15-1913-73,21,Singh,1,Late,4_B_ACRE-Biomass_Late_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AL5-004B,5.26,8/30/2022,17:55:18,71
5,2,CR16-0130,18,Rainey,1,Late,5_A_ACRE-Biomass_Late_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AL1-005A,1.12,7/19/2022,7:42:56,29
5,2,CR16-0130,18,Rainey,1,Late,5_B_ACRE-Biomass_Late_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AL1-005B,2.304,7/19/2022,7:43:40,29
5,2,CR16-0130,18,Rainey,1,Late,5_A_ACRE-Biomass_Late_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AL2-005A,4.525,7/28/2022,7:17:46,38
5,2,CR16-0130,18,Rainey,1,Late,5_B_ACRE-Biomass_Late_y22_LAI_sampling-2,B,ACRE-Biomass,sampling-2,LAI,y22,AL2-005B,3.956,7/28/2022,7:18:12,38
5,2,CR16-0130,18,Rainey,1,Late,5_A_ACRE-Biomass_Late_y22_LAI_sampling-3,A,ACRE-Biomass,sampling-3,LAI,y22,AL3-005A,4.011,8/8/2022,7:56:55,49
5,2,CR16-0130,18,Rainey,1,Late,5_B_ACRE-Biomass_Late_y22_LAI_sampling-3,B,ACRE-Biomass,sampling-3,LAI,y22,AL3-005B,3.446,8/8/2022,7:57:26,49
5,2,CR16-0130,18,Rainey,1,Late,5_A_ACRE-Biomass_Late_y22_LAI_sampling-4,A,ACRE-Biomass,sampling-4,LAI,y22,AL4-005A,5.471,8/16/2022,7:33:07,57
5,2,CR16-0130,18,Rainey,1,Late,5_B_ACRE-Biomass_Late_y22_LAI_sampling-4,B,ACRE-Biomass,sampling-4,LAI,y22,AL4-005B,5.778,8/16/2022,7:34:29,57
5,2,CR16-0130,18,Rainey,1,Late,5_A_ACRE-Biomass_Late_y22_LAI_sampling-5,A,ACRE-Biomass,sampling-5,LAI,y22,AL5-005A,7.027,8/30/2022,17:55:46,71
5,2,CR16-0130,18,Rainey,1,Late,5_B_ACRE-Biomass_Late_y22_LAI_sampling-5,B,ACRE-Biomass,sampling-5,LAI,y22,AL5-005B,6.945,8/30/2022,17:56:07,71
6,2,U15-606207,24,Checks,1,Late,6_A_ACRE-Biomass_Late_y22_LAI_sampling-1,A,ACRE-Biomass,sampling-1,LAI,y22,AL1-006A,2.189,7/19/2022,7:44:25,29
6,2,U15-606207,24,Checks,1,Late,6_B_ACRE-Biomass_Late_y22_LAI_sampling-1,B,ACRE-Biomass,sampling-1,LAI,y22,AL1-006B,2.107,7/19/2022,7:45:29,29
6,2,U15-606207,24,Checks,1,Late,6_A_ACRE-Biomass_Late_y22_LAI_sampling-2,A,ACRE-Biomass,sampling-2,LAI,y22,AL2-006A,4.048,7/28/2022,7:18:48,38
